0.000000000000000000e+00,0.000000000000000000e+00,-6.014325766491748215e-01
2.500000000000000000e-01,0.000000000000000000e+00,1.111518541365187129e+00
5.000000000000000000e-01,0.000000000000000000e+00,8.031678335554661707e-01
7.500000000000000000e-01,0.000000000000000000e+00,-1.344612730623432784e+00
1.000000000000000000e+00,0.000000000000000000e+00,-6.856576870975368276e-01
1.250000000000000000e+00,0.000000000000000000e+00,-8.585043029560563976e-01
1.500000000000000000e+00,0.000000000000000000e+00,-9.815248445764093166e-01
1.750000000000000000e+00,0.000000000000000000e+00,-1.195660944786383073e+00
2.000000000000000000e+00,0.000000000000000000e+00,-1.900747714738220351e+00
2.250000000000000000e+00,0.000000000000000000e+00,-1.656196777023288158e+00
2.500000000000000000e+00,0.000000000000000000e+00,-4.508639505102793876e-01
2.750000000000000000e+00,0.000000000000000000e+00,-1.987269364419630868e+00
3.000000000000000000e+00,0.000000000000000000e+00,-1.331040597309114171e+00
3.250000000000000000e+00,0.000000000000000000e+00,-9.158244927561329796e-01
3.500000000000000000e+00,0.000000000000000000e+00,-1.619993265555542905e+00
3.750000000000000000e+00,0.000000000000000000e+00,-1.732387225261760033e+00
4.000000000000000000e+00,0.000000000000000000e+00,-9.517592818012550193e-01
4.250000000000000000e+00,0.000000000000000000e+00,-1.241864093332488039e+00
4.500000000000000000e+00,0.000000000000000000e+00,-7.433320722405416525e-01
4.750000000000000000e+00,0.000000000000000000e+00,-1.689533759907698052e+00
5.000000000000000000e+00,0.000000000000000000e+00,-3.061721220843072189e-01
5.250000000000000000e+00,0.000000000000000000e+00,-1.510266513944402478e+00
5.500000000000000000e+00,0.000000000000000000e+00,-5.385753851783807722e-01
5.750000000000000000e+00,0.000000000000000000e+00,-1.926660492287944004e+00
6.000000000000000000e+00,0.000000000000000000e+00,-7.919276434180932966e-01
6.250000000000000000e+00,0.000000000000000000e+00,-1.413102700708172454e+00
6.500000000000000000e+00,0.000000000000000000e+00,1.307719690200428442e-01
6.750000000000000000e+00,0.000000000000000000e+00,-1.538075966780102277e+00
7.000000000000000000e+00,0.000000000000000000e+00,-9.951174367183468483e-01
7.250000000000000000e+00,0.000000000000000000e+00,-1.150251897378236743e+00
7.500000000000000000e+00,0.000000000000000000e+00,-8.036297008661510421e-01
7.750000000000000000e+00,0.000000000000000000e+00,-7.183212403873850960e-01
8.000000000000000000e+00,0.000000000000000000e+00,-1.462224874487253690e+00
8.250000000000000000e+00,0.000000000000000000e+00,-1.395613624673925690e+00
8.500000000000000000e+00,0.000000000000000000e+00,-4.120303400047740094e-01
8.750000000000000000e+00,0.000000000000000000e+00,-1.590649743768376201e+00
9.000000000000000000e+00,0.000000000000000000e+00,-8.338010270905151788e-01
9.250000000000000000e+00,0.000000000000000000e+00,-7.757537207533133916e-01
9.500000000000000000e+00,0.000000000000000000e+00,-6.924525434065440521e-01
9.750000000000000000e+00,0.000000000000000000e+00,-1.258922315982848872e+00
1.000000000000000000e+01,0.000000000000000000e+00,-1.166280513499996285e+00
