0.000000000000000000e+00,0.000000000000000000e+00,-4.439015927105273818e+00
2.500000000000000000e-01,0.000000000000000000e+00,-5.836817187238679594e+00
5.000000000000000000e-01,0.000000000000000000e+00,-5.461061441833793495e+00
7.500000000000000000e-01,0.000000000000000000e+00,-3.832912243827525600e+00
1.000000000000000000e+00,0.000000000000000000e+00,-5.161858494873250436e+00
1.250000000000000000e+00,0.000000000000000000e+00,-5.908048947002573215e+00
1.500000000000000000e+00,0.000000000000000000e+00,-4.874407924457799801e+00
1.750000000000000000e+00,0.000000000000000000e+00,-4.574780866746412045e+00
2.000000000000000000e+00,0.000000000000000000e+00,-5.072802512003592668e+00
2.250000000000000000e+00,0.000000000000000000e+00,-4.873729238717052326e+00
2.500000000000000000e+00,0.000000000000000000e+00,-5.623972408423388636e+00
2.750000000000000000e+00,0.000000000000000000e+00,-4.628153816244773289e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.974031324379581065e+00
3.250000000000000000e+00,0.000000000000000000e+00,-3.478869898623217161e+00
3.500000000000000000e+00,0.000000000000000000e+00,9.243229857789019288e-01
3.750000000000000000e+00,0.000000000000000000e+00,-6.258274054973278488e-02
4.000000000000000000e+00,0.000000000000000000e+00,-3.199099053350661137e+00
4.250000000000000000e+00,0.000000000000000000e+00,-5.107865650797890567e+00
4.500000000000000000e+00,0.000000000000000000e+00,-4.427701537539854293e+00
4.750000000000000000e+00,0.000000000000000000e+00,-4.338039522883905263e+00
5.000000000000000000e+00,0.000000000000000000e+00,-4.387239665271576605e+00
5.250000000000000000e+00,0.000000000000000000e+00,-4.631119525449564733e+00
5.500000000000000000e+00,0.000000000000000000e+00,-3.757092108450621026e+00
5.750000000000000000e+00,0.000000000000000000e+00,-5.379534141903261180e+00
6.000000000000000000e+00,0.000000000000000000e+00,-3.617380030133741098e+00
6.250000000000000000e+00,0.000000000000000000e+00,-4.611049293379776870e+00
6.500000000000000000e+00,0.000000000000000000e+00,-5.320600891668811450e+00
